# harlequin rockfish	
1984	2013	12									
	1984	1987	1990	1993	1996	1999	2001	2003	2005	2007	2009	2011
	2624.9	72405.1	17664.2	9280.6	20026.2	9876.5	14479.9	3544.6	33125.4	4056.9	2686.2	3734.5
	826.2523184	21282.97506	8995.717502	4390.935836	12825.40214	4193.688556	10284.84626	1582.547901	21326.66981	1836.641608	1152.661624	2289.378727
# other rockfish group	
1984	2013	12									
	1984	1987	1990	1993	1996	1999	2001	2003	2005	2007	2009	2011
	22347.9	187582	103280.6	89479.9	131109.7	106882.2	105407.9667	75920.8	123564.4	74480.5	37460.9	145245.2
	3678.084997	40142.19557	22757.3239	19691.33504	26371.94283	23659.91126	32830.16579	38414.18299	30085.36597	12597.3231	6551.64432	39415.07376
# pygmy rockfish	
1984	2013	12									
	1984	1987	1990	1993	1996	1999	2001	2003	2005	2007	2009	2011
	0	405.9	87.8	2.7	282.6	187.2	140.9	126.6	136.8	136.6	266	32.2
	272.7411601	272.7411601	70.11982611	2.663462309	219.9409139	98.2413403	130.4833919	114.4335578	81.63761058	84.31568203	231.233111	18.90280699
# redbanded rockfish	
1984	2013	12									
	1984	1987	1990	1993	1996	1999	2001	2003	2005	2007	2009	2011
	1430.3	1822.2	3285.4	3675.1	4593.7	10941.1	6408.966667	3440.6	5667	7198.2	6442.3	5041.8
	444.9936623	594.4470753	1141.330036	1051.506292	1542.520561	4500.547238	4415.563626	750.9234724	1211.113003	1810.252727	1102.002719	1158.462841
# redstripe rockfish	
1984	2013	12									
	1984	1987	1990	1993	1996	1999	2001	2003	2005	2007	2009	2011
	5364	26518.6	27063.9	29619.3	14963.9	8225.9	17563.56667	8025.3	21690.7	11500.7	1591.5	18744.8
	2175.466619	12555.64066	13967.57792	16372.58758	8096.935011	4046.561888	12679.30533	2883.390103	12550.33001	7008.907056	731.9717577	16291.87119
# sharpchin rockfish	
1984	2013	12									
	1984	1987	1990	1993	1996	1999	2001	2003	2005	2007	2009	2011
	6611.9	80438.5	38333.5	23675.9	64570	20840.6	34169.1	7093.6	21192.7	19037	12492.7	8041
	2408.986285	31554.32824	14205.24795	7645.903265	20500.48876	13714.84573	26219.09606	3251.340362	6803.673337	6486.194673	4422.525817	5041.997666
# shortraker rockfish	
1984	2013	12									
	1984	1987	1990	1993	1996	1999	2001	2003	2005	2007	2009	2011
	18557.4	42851.4	12681.4	19472	20258.3	28274.7	27928.36667	42023.1	42567.7	35125	44185.2	64835.1
	5901.631286	14021.49551	3014.216201	3933.798521	4531.320772	5513.064716	4655.560856	9009.353695	8307.751734	8182.351103	8935.335016	21481.19108
# shortspine thornyhead	
1984	2013	12									
	1984	1987	1990	1993	1996	1999	2001	2003	2005	2007	2009	2011
	57545.4	53357.6	19616.4	33014.4	51983.8	77335.6	52781.06667	101575.9	94739.9	84774.4	78795.4	63179.7
	3542.466129	5450.244883	2061.558504	2728.100142	3534.182434	4004.823942	6248.188	8338.134815	3886.800979	4271.133504	4131.812698	3933.324955
# silvergray rockfish	
1984	2013	12									
	1984	1987	1990	1993	1996	1999	2001	2003	2005	2007	2009	2011
	4816.7	5425.9	14148.9	18978.9	24127.3	37641.1	24031.56667	51915.4	39837.2	29797.5	9851.4	100049.1
	1353.902945	2154.593427	5951.247942	5800.49183	6449.252111	12374.99586	5249.607358	38122.13128	15629.25487	7770.59875	4203.732444	34519.07129
# splitnose rockfish	
1984	2013	12									
	1984	1987	1990	1993	1996	1999	2001	2003	2005	2007	2009	2011
	0	2.7	2.6	0	0.1	6.9	2.333333333	4.8	42.3	5.7	19.8	0
	36.52889147	2.665865047	2.041065751	36.52889147	0.053351542	4.740097581	3.681787006	3.977571772	36.52889147	3.965767882	11.62415743	36.52889147
# vermilion rockfish	
1984	2013	12									
	1984	1987	1990	1993	1996	1999	2001	2003	2005	2007	2009	2011
	0	0	0	20.1	0	0	0	0	0	0	0	0
	20.08983915	20.08983915	20.08983915	20.08983915	20.08983915	20.08983915	20.08983915	20.08983915	20.08983915	20.08983915	20.08983915	20.08983915
# widow rockfish	
1984	2013	12									
	1984	1987	1990	1993	1996	1999	2001	2003	2005	2007	2009	2011
	0	165.8	298	0	928.5	184.1	344.6666667	32.2	127.7	236.3	109.7	88.1
	906.1345007	118.2679531	242.4785574	906.1345007	906.1345007	116.2087145	578.1583789	22.34792259	72.54127363	126.3617044	80.93430556	70.92501463
# yellowmouth rockfish	
1984	2013	12									
	1984	1987	1990	1993	1996	1999	2001	2003	2005	2007	2009	2011
	496.8	259.8	1876.3	3562.9	922.9	5569.7	3351.833333	386.6	0	474.8	43.3	0
	330.0258289	154.6249952	1802.248942	2676.698031	533.4888631	5530.717	2681.321367	336.7177008	5530.717	345.576909	28.59828677	5530.717
# yellowtail rockfish	
1984	2013	12									
	1984	1987	1990	1993	1996	1999	2001	2003	2005	2007	2009	2011
	478.1	0	0	0	85.1	12670.9	4245.433333	705.4	1121.3	1095.9	2481.1	9111.5
	230.5404519	11561.32467	11561.32467	11561.32467	52.94145849	11561.32467	8318.450898	483.4953912	851.1862851	517.9976222	1516.809261	8033.096453
