#	WESTERN GOA		longnose skate										
1984	2013												
	12												
	1984	1987	1990	1993	1996	1999	2001	2003	2005	2007	2009	2011	
	0.01	40.8	1045	105.4	277.9	1747.3	104.1	781.7	1719.4	627.7	1214.4	940.5	
406.011057 33.70430218	746.7785282	75.48109164	178.3083996	911.7094311	73.65516686	351.4913304	622.5454825	292.3236694	772.831747	407.2924777	
